name,uuid,orders,purchase
Siriporn_Kasem,1955bfc0-e33e-22bf-345e-260c04836b44,1,3791.00
Chutima_Techasiri,709278a1-cbc4-c15d-d05e-eee4e24d6972,2,3498.00
Somchai_Wattanakul,5f5c929c-70ad-89de-5b51-31fe2f42bd47,14,1232.00
Surasak_Boonprasert,49318805-25cd-e039-d5e8-857363b24716,18,1850.00
Nattapong_Sombat,3bc3ea47-f9f8-2730-fcb2-128504328c0d,14,545.00
Apinya_Intarakul,2a647456-cfd8-82f8-9103-98e662b55dcd,14,2781.00
Busaba_Boonprasert,3a4bb9d6-ae80-7723-c0c3-49f037f61b07,12,976.00
Jirawan_Saelim,68a27cb6-c665-12c3-0169-9e1464e38fee,20,4393.00
Arthit_Nimman,5daf6776-a407-db69-f7e7-7f2d7658b32b,5,3314.00
Phuwanat_Jaroensuk,714e619b-413a-7056-40a8-0f43040375c9,16,4522.00
Aekkachai_Phupong,75d52021-92f6-93a9-55e4-0e8be5582234,6,3132.00
Supansa_Rattanakorn,627ba987-1094-7760-785e-79318a25baae,11,3585.00
Suda_Phupong,4d564774-3856-c4fe-30b4-a4c314c59e7c,10,4000.00
Lalita_Techasiri,12c07665-ea81-c84a-78e4-e427d9bf9be0,1,2259.00
Kittisak_Pornchai,42506bde-ddd5-e277-109b-5752f3e57626,1,2595.00
Krit_Sawang,7bf5ad7e-6ac6-0d20-da8f-0678d5eb37c8,13,4677.00
Chadathong_Tirakul,02a720b9-530b-0ce3-2fe1-85c2ae1cce0e,20,2437.00
Narin_Prasert,1a25f974-3c15-a0ea-6405-8e3fed745faa,3,3740.00
Phuwanat_Nimman,5ed7f940-0965-e129-5b09-e7dbe5908cc1,10,1155.00
Narin_Sutham,08642cb3-a012-3371-53ce-fc122205b6a8,20,4356.00
Sakda_Chalermchai,14cc977b-16e8-db5b-5576-be1a9e13f45e,4,4495.00
Mali_Wongchai,7bd0cdf2-0a5f-08ac-7051-e00d97be4787,10,5028.00
Lalita_Wongchai,7220f02e-968b-a8f3-f856-e9cdad2f2117,20,3951.00
Wichai_Rojanapong,0aca48d2-d886-79f5-0465-b684c03b8bea,6,1443.00
Supaporn_Manop,6d8e2c52-f3af-6ee1-7ff4-7efd34ad6bad,10,2435.00
Thidarat_Sutham,07379373-66b8-e3ee-4a45-f8f4695aab0a,10,21754.00
Krit_Wattanakul,01769274-fe6c-6c6b-1baa-4333da3236b8,15,2003.00
Thanawat_Jaroensuk,1fa45f96-8114-798a-7d91-f35d613d0fe2,3,1466.00
Kittipong_Sombat,11125c3e-f333-c074-1d0a-818d8bfdcaa7,20,4570.00
Krit_Manop,2b9d31fb-6c1b-906f-7ce2-e24141b782f1,5,22025.00
Siriporn_Nimman,5523cef3-df30-d9b3-b75c-fe5ee41c0051,18,391.00
Niran_Pongsiri,3951c436-d2a0-1a75-2d3c-d8d6f1233ae9,16,3330.00
Nattapong_Wattanakul,46109954-7dbb-b742-658b-b763f0eab3b3,4,2193.00
Daranee_Phupong,3887290e-7320-5350-b13a-97659db496df,7,3581.00
Arthit_Prasert,0ea47866-780c-84ca-f3ac-c5401db6aec2,19,1352.00
Kittisak_Pongsiri,0dd6e62e-dd1b-23bc-0d8d-df0b4fbfc004,16,522.00
Somsak_Boonsri,57c572aa-23ea-0ae5-72ea-6564bcaa3d2c,11,4262.00
Panuwat_Tantipong,775dea37-fe1a-7908-35be-654c8270c0a1,9,17423.00
Kanya_Chansiri,03b7f046-8592-452a-fd89-4ecf36efc239,1,4828.00
Preecha_Yingcharoen,4839a313-5970-e8e4-dd58-eb6010e40eaa,15,952.00
Suda_Chantarasak,06136b46-c3c7-7192-3ec2-462130aefd72,5,2937.00
Preecha_Suwan,16a6ef3b-161b-5bf8-21b0-b24a246edef7,14,1215.00
Kanya_Pornchai,47d75256-b0f3-2653-2781-b8b994d68215,5,4392.00
Supansa_Sombat,04c33f77-a012-1595-050b-32d3deb7e224,14,3670.00
Teerapat_Lertsiri,45d142a0-3a2f-faf5-1b0d-00fb7ed8d0b7,18,313.00
Panadda_Wattanakul,63dc491b-bed5-9bd4-9e81-528b3d0ba418,20,3662.00
Krit_Manop,5c391c21-e9d4-7287-2f41-7bae08c7823e,10,2063.00
Thanakorn_Boonsri,53710841-0e33-479f-2d91-a42b1d4afe81,19,185.00
Arthit_Pattara,1f4a3eab-5c99-6359-9859-3269a8687e43,8,3241.00
Natthapon_Tantipong,4b6b89c3-87e4-8a50-ab35-25a6c6803e6e,5,1783.00
Thanawat_Chokchai,669f1881-f1c9-efbf-05c3-4efe098e4b00,1,4355.00
Anan_Saelim,325b01f6-d74d-3c2c-751b-50b9c0fe9ef3,15,2898.00
Phuwanat_Sukhum,05fd1b97-5993-d885-43a3-c3c1bdd0d41a,2,86.00
Panuwat_Tirakul,1dc1df62-aa31-8903-4cf8-2e460b51f960,15,4366.00
Apinya_Sombat,58a6fc8f-3dc1-6831-9d16-32749ecf5c52,7,785.00
Preecha_Rojanapong,73f38542-eb86-e851-53a0-4e9541c4ca50,1,1531.00
Panuwat_Rojanapong,5f48d230-7e2f-5315-c31c-8125be851dc1,11,555.00
Natthapon_Nimman,152f11c6-e907-ee11-cc11-7d1ccc60ecfd,3,1524.00
Chaiya_Manop,43b4237d-0644-8f75-528a-11c05f5a3395,6,2255.00
Apinya_Kongkaew,40d7ad39-9a71-78c1-ef25-88fc797f855d,3,4740.00
Somchai_Boonprasert,4f8004be-7eb8-9219-c4fe-23e71dfcc35c,10,3296.00
Kittisak_Sirisomboon,57f14705-c65e-5677-b636-9a8af9b63b10,14,1666.00
Somchai_Kasem,1ddb8478-f198-4e48-653b-0ef644264c0d,9,4641.00
Teerapat_Chokchai,069146e1-6125-da95-a273-4b158ff11b52,17,3626.00
Panuwat_Tirakul,153e8d16-aa3f-2db4-c594-9202da86c74b,16,352.00
Tanawat_Pornchai,4486dfa9-f364-651a-9f5d-a84ea784d268,17,840.00
Orn_Saelim,68a7ed65-b790-84b3-3611-cd8b9cbbcf96,19,3552.00
Daranee_Kongkaew,58ada8f3-1700-3b0d-f8b9-3a6a33c4a883,17,2531.00
Kittisak_Kiatkul,4f05a9d4-c5d3-dfa9-08e1-23407d56ae1b,2,2223.00
Kornkanok_Porchaidai,246ab1b1-ee24-aafd-d205-4de39655d665,13,7801.00
Aekkachai_Tantipong,5fb8d7ea-74be-9764-3ad1-8ab44b868251,18,576.00
Narin_Sutham,360ac036-34f1-f9b8-d247-604be920651b,6,2084.00
Warunee_Sutham,18d878ed-1c59-2d95-bea0-2e247a15fa39,16,3100.00
Pimchanok_Wongchai,35eb6e76-20a1-6555-dc46-997376082b8c,13,18302.00
Pimchanok_Manop,1e390fa0-e0e0-ace4-e8bc-aae35cb98ec0,6,2025.00
Kornkanok_Pattara,49ce71b4-0647-27cd-0fac-07fec0a73953,17,3603.00
Kornkanok_Yingcharoen,05b8062d-7749-956f-b198-98f249c7b4e8,10,2865.00
Chadathong_Kanjana,22510918-1841-9003-da5c-dfe8273d1b31,14,897.00
Chutima_Wongchai,0c7cbc56-b881-46cb-e558-1d053b605393,20,3475.00
Somchai_Lertsiri,4db32063-6b6f-5a81-cf3a-05998e72f3a1,18,3566.00
Krit_Rojanapong,2660bbb9-825e-f606-0abb-95d9deb969ba,4,2442.00
Kamonwan_Boonsri,1da8d105-ae79-a5bb-b568-f911ebba123c,16,4167.00
Tanawat_Sutham,01de67f5-06c8-4d55-3723-f5f9ce7599c4,15,685.00
Sakda_Wongchai,44da6e49-9def-e767-27dc-e15ef8fdcb14,18,2753.00
Kornkanok_Pattara,6f7f2f29-65ef-3178-e785-fe8a21698ce2,3,2026.00
Teerapat_Tirakul,780e10b1-120a-8183-e4c8-37e61b4045cb,6,839.00
Jirawan_Jaroensuk,1eaccd97-843c-b1e1-57aa-7f330f07a578,11,4328.00
Suda_Manop,42a28701-74d4-293a-9f72-177e7efa71d3,1,4194.00
Teerapat_Intarakul,00b389cd-f217-c9b3-33c0-90042c0b89ea,15,3095.00
Thidarat_Saelim,69920e60-f6c5-3af9-b788-5cd485a6956f,7,2900.00
Panadda_Pornchai,36330c8a-53d2-29c9-688e-51a92ffc6196,20,1976.00
Tanawat_Kongkaew,38e26f49-3ecc-d065-d4e3-be00156daf37,20,2466.00
Thidarat_Techasiri,4c2c06ca-ded7-25b2-cc1f-45b6d23e078e,9,847.00
Natthapon_Sukjai,219e3b20-c31e-f489-8816-72fc046edacf,8,3059.00
Pakorn_Sirisomboon,345b593e-104c-1b5a-f1c9-fec280ed4dbb,8,3698.00
Thanawat_Tantipong,1c7914c6-e1c4-3489-4ef9-d3d178c1d993,9,865.00
Pakorn_Chansiri,7fc45f2b-4195-b885-2e1c-540003bec400,12,3311.00
Kittisak_Rattanakorn,63b2f0ce-9784-991b-cbae-436b53f90869,17,66.00
Anan_Lertsiri,7e6b44e7-da88-31a1-778f-8cd23537c6a6,10,4533.00
Wichai_Saelim,4d5207bb-ada5-4ec2-ab00-918736525dc9,20,4616.00
Pimrada_Kanjana,02c9bcfd-8779-1e5d-7c62-38ad151a5f38,15,2662.00
Thidarat_Intarakul,7b45c632-3bd8-f343-d140-d664561f4863,14,20120.00
Preecha_Thipwong,6cde267e-5208-c2f7-1e4b-de98eb8ecb5a,3,3156.00
Sirikarn_Wongchai,105c8635-09f7-4ce4-3df4-91e58c161911,15,4542.00
Chanida_Phupong,52589224-a3b8-a028-a7f3-4532fbe19cfe,13,1402.00
Sirikarn_Prasert,55de8dec-acff-9c89-ffa1-a5e45b8b209f,18,3944.00
Pongpat_Boonprasert,6f12889c-f2bc-2a11-e52e-3a42e0209279,2,2349.00
Preecha_Siriwat,566d488b-ca01-186d-dd2e-2e6cd3dd934f,20,4031.00
Krit_Thongdee,7581e629-ca04-dea7-afc5-bfdfd6496f50,16,4584.00
Kittipong_Thongdee,40f80f84-c46e-41d9-1ce9-07a241604531,2,4927.00
Pimchanok_Kasem,63af0dc2-6eae-9fec-56a5-ab1261c09529,8,1185.00
Preecha_Pornchai,02180d14-9d1e-5aa3-90f9-f16a87509f31,20,4883.00
Teerapat_Techasiri,53d376ab-ff8b-2ff4-5d79-ded0660212be,13,2332.00
Sirikarn_Kiatkul,2164e055-fd93-f217-d79d-bb6a3dd57f49,16,830.00
Thanawat_Lertsiri,5f96d55b-7a64-4f87-48e1-d1faa7574a38,15,1280.00
Tanawat_Thipwong,16d0b867-7de4-3579-cad3-edc403e0a796,12,1984.00
Thidarat_Phupong,6a43223b-85fd-d4fe-7d29-1a387f305c5b,1,4668.00
Narin_Kasem,0615f25d-baca-2957-1e33-acb0941bab1a,17,1148.00
Niran_Intarakul,0c4c7dfa-ae64-61a5-c55d-716e18cab37a,3,4152.00
Somsak_Yingcharoen,0267ccdd-c266-ee4e-70a1-6818173e1472,4,1938.00
Panuwat_Chalermchai,56c6acb3-4847-3437-2e7a-7ccee81b7541,2,2275.00
Preecha_Yingcharoen,5a37f5d9-a7d5-991e-9f29-78b5bc91ee23,4,4455.00
Aekkachai_Chalermchai,482be88d-a5ff-2673-5a2b-bd743e6c3871,2,2907.00
Krit_Manop,64ddf347-ee0d-abc5-1f2b-7b5261df797e,16,1838.00
Sirikarn_Phupong,5b7ec292-2e2b-39d3-6277-9e0f0d34f6f4,20,2864.00
Pimchanok_Chantarasak,28eefcba-2c54-7119-2c29-5edd28e24dc3,7,2914.00
Kornkanok_Prasert,0df076e2-f694-8210-f758-c64d15f5adaa,5,2537.00
Kamonwan_Sawang,5d69f5db-2cc6-a811-0eaa-be0bf94fbf82,2,13133.00
Chalerm_Chansiri,1667432a-85e3-25e4-bedc-7779b0a806a3,16,2963.00
Pakorn_Sirisomboon,0c02222c-7cdc-80ca-5c31-9edc9a874679,14,2660.00
Siriporn_Sukjai,684469f4-47a6-1657-ade7-4cb111de1b39,14,10091.00
Kittisak_Saelim,17e4d812-91ff-158e-2ac0-c8bb71c978e5,10,5638.00
Chaiya_Phothong,6ac12657-5082-9ec6-00ce-e2ebbc8901e0,11,4698.00
Surasak_Sawang,6eb55416-a922-195c-ea74-94a4c1fa054e,18,4526.00
Chaiya_Intarakul,62130681-3174-df39-2fdd-7455b7da58ba,12,1639.00
Chadathong_Yingcharoen,214464d8-b1f8-199d-a36e-b701df2376e0,3,159.00
Chadathong_Kongkaew,2d3fa9a7-2a26-3cb1-afeb-8298ed2c19e7,14,4422.00
Anan_Nimman,444b36ed-24a2-1b2d-33d8-cc9ecb3cd76d,7,670.00
Krit_Tantipong,261dda11-a5a3-aab9-5a1c-036f8d8e6988,1,2080.00
Somchai_Kiatkul,3d0dc6f8-e318-677c-3996-de215a71ea46,2,16172.00
Warunee_Pornchai,700b8d0f-0d41-29a9-1754-8f5c029c80a0,10,732.00
Niran_Saelim,545c0eb7-3ba5-02df-85b0-06e2f5eefcb1,13,4857.00
Somsak_Sawang,10791f4b-7d5f-299a-6574-d5533fb1b145,3,2456.00
Lalita_Thongdee,626f6923-ab52-94af-71ba-9a47d46695d0,2,6399.00
Aekkachai_Rojanapong,71b71928-cb6b-f448-b31b-cfaececcdbb3,8,1200.00
Arthit_Pongsiri,6621823a-e238-dbee-0aa8-b99d0fe2edef,2,468.00
Suda_Srisuk,00ca3d02-4eb5-7cfd-dea7-dc0627faa5bc,5,3399.00
Siriporn_Wattanakul,3ad3c569-8eab-8faa-2044-79baa89a1db0,18,2232.00
Tanawat_Sutham,79ff7288-7d4a-bf9a-1b22-79057899b3cd,20,3603.00
Kamonwan_Intarakul,29e7072e-727f-30bf-6442-497889b08ff5,20,3594.00
Napatsorn_Sukhum,7b6ff588-f307-8bbe-992f-fb9e5354bc31,6,14721.00
Daranee_Intarakul,77b5ef66-4ef0-943e-b0c6-d1dba2401932,12,2782.00
Kanya_Porchaidai,631a64fb-cd91-18ad-3e0f-77ad384ab6cf,20,4818.00
Sakda_Wisetkul,6a7c27b0-ca6d-fa41-cf40-a28a48a6be02,18,3584.00
Arthit_Phupong,4515cc5e-52c1-0a4b-df69-876a63b12d3f,12,1892.00
Pimrada_Sukhum,698d2e44-a87f-4470-40b8-0bca1a7b9646,2,4521.00
Apinya_Tirakul,4a7b8af4-bf5f-31eb-4240-90c58bcd5a1e,14,1081.00
Somsak_Sawang,0c765174-9d10-9bef-9a67-0a6efb56f74a,3,258.00
Kittipong_Chalermchai,41095602-bea9-7030-935f-6cae53856bfa,3,2817.00
Daranee_Wongchai,1701f6b6-3287-3e0d-e52e-709d5d396392,5,5010.00
Pimchanok_Chaiyo,1194ea63-1299-1f8f-1c5a-70b2bc01efa5,14,247.00
Thanakorn_Saelim,5476e046-3efc-3792-7f8e-693ce34b59b0,3,1745.00
Chutima_Sukjai,41d025db-6e9e-6c33-c77d-e1acea5b1f9f,12,3037.00
Niran_Phothong,113f19e6-53e2-3e33-8ee3-0456c96fd1c9,2,571.00
Tanawat_Phupong,6462c7fa-2193-42b9-9dae-46dabaec1b45,10,2355.00
Natthapon_Yingcharoen,00e75c22-bca4-debe-c1e9-d2915a13971b,11,2342.00
Kittisak_Kiatkul,6b59bb59-071e-6ba8-f234-68951ffa8834,12,566.00
Mali_Pongsiri,159286ae-1492-a18b-eb1e-28d2feed9923,17,2968.00
Preecha_Yingcharoen,24b3fd55-ea46-ac81-81f1-04bd4844a2fe,6,2127.00
Pakorn_Porchaidai,115f7783-425e-32df-d99f-944bcc77bca8,9,2653.00
Preecha_Sombat,572f78ca-427d-54c6-d16c-1d49d1ea6f7b,5,3744.00
Niran_Lertsiri,56338c6f-f79f-11ed-f984-86ee874a2131,3,1312.00
Apinya_Sawang,0491e3d6-f8f2-daf4-e206-fb14f41c63ad,5,1884.00
Niran_Chansiri,3fde7704-c85e-a6fc-11f4-db3c49fc78c1,13,12757.00
Kornkanok_Saelim,27df2750-09a3-c2ab-a72d-b6473019c9b5,7,2698.00
Phuwanat_Sukjai,49c490ce-ea38-06a1-6ddd-d261de8b7fea,12,4993.00
Chanida_Tantipong,764d5041-1814-f0f5-7193-93993dd84c2a,1,14208.00
Sirikarn_Kanjana,4569919f-8153-7b58-0ba8-5bf2a707f9a9,20,3109.00
Preecha_Ariyawong,75406bdd-b64e-e83b-7baa-175f854ad5ae,8,1181.00
Tanawat_Chokchai,7d9ea1ab-21fb-033f-29a1-1990668b591b,12,4415.00
Thanakorn_Ariyawong,09a37a06-24db-cca6-e757-025bd845b784,2,2995.00
Kanya_Rattanakorn,2fca91d2-8a81-2999-3485-2784582b9f24,19,142.00
Daranee_Suwan,36fa78ae-03b4-5af6-f257-36a3152c300c,14,2974.00
Somchai_Pornchai,62495c8e-a10b-f928-eb64-1a50a8458a9e,10,3652.00
Daranee_Pornchai,77e23c44-d1d9-10fd-7a2d-27c5f706e5d2,3,2552.00
Pimchanok_Nimman,4b72f553-42d7-66bd-3396-f28249a786db,1,2769.00
Pakorn_Pornchai,600f69fb-0f02-568b-e100-0220be610e30,7,3104.00
Daranee_Lertsiri,3f6e3332-3826-75eb-a8fc-6542ebb613d8,6,2526.00
Chadathong_Sombat,34c11aa7-e4ff-5baf-52dd-518cfd841985,9,1010.00
Aekkachai_Boonprasert,58a7c320-9758-4ad1-f009-ed51853b2314,13,5048.00
Arthit_Wongchai,32fbd68b-59d3-4631-49a1-f0fae710cc79,3,1786.00
Thidarat_Techasiri,4fb626c6-ba0c-8a7c-e4fa-ed34f52703f4,16,4619.00
Jirawan_Phothong,25e091c4-ee49-18a1-06ad-6f5c253df047,12,455.00
Kittisak_Kiatkul,6c56e4a4-028d-9622-a106-cfad95551764,5,4303.00
Niran_Srisuk,16264f97-4ddd-ff5a-6f5f-d31d50625508,18,1184.00
Kamonwan_Sombat,5c0511ba-f988-792a-d778-147665bc46b6,8,24389.00
Siriporn_Manop,77ba682e-e16a-2f1b-d34f-0fb951b6c01b,2,1141.00
Chadathong_Chokchai,01c7b202-a237-f8d1-8f1b-4d899a948ce7,13,4001.00
Suda_Chansiri,22eb44be-27db-9ce1-7c20-2e524721d630,20,2584.00
Tanawat_Pongsiri,16658ee8-2cd4-4660-5146-048e10b79f8d,8,3539.00
Narin_Tirakul,5138eda8-da40-d971-92b8-8b7891ce88bb,3,590.00
Mali_Siriwat,672a78c1-fbd1-614c-ec32-063eeb528185,10,969.00
Arthit_Sukjai,2a795c1e-cb5b-c636-3561-964f318655e0,3,1197.00
Lalita_Chokchai,7c7a6b0b-df05-e6b9-8fb8-9d3f9ac67082,15,1523.00
Chadathong_Prasert,75b80f1c-33a5-992d-962e-b2e631793704,15,3740.00
Apinya_Chokchai,005cbde2-409d-28b6-e010-484b63a91b10,12,1996.00
Narin_Techasiri,18f42ff6-cc46-2c52-e24d-57c29fa7b4c6,17,4665.00
Apinya_Boonprasert,386fb5ba-e348-a392-c6e1-fa3082abd2c3,18,2910.00
Pakorn_Pornchai,03174f48-018d-0915-7efd-50fd500983f8,9,4214.00
Panuwat_Kongkaew,75cd37d2-f869-f104-5d59-9d223dbea33e,18,3444.00
Preecha_Yingcharoen,2120e7d7-e53e-86a6-30e8-e201c56f2ed9,11,3245.00
Kornkanok_Tantipong,019c7d6c-3e47-ccb9-8e85-d3fda7b045e6,18,3880.00
Supansa_Pornchai,4f8135e3-f2dc-6011-2fed-7bed2859ed14,15,4014.00
Kittisak_Boonsri,77c7e2cd-3e2a-6aae-c765-d0706dd5e5df,10,4320.00
Kanya_Techasiri,1209ad1c-1284-b57b-b0c2-9c6e11bf2b06,9,3771.00
Thidarat_Thipwong,5cb7896e-c450-6b47-18eb-02aaf00d2714,7,3249.00
Suda_Sutham,6a9709e3-4cc0-0389-20b5-776eee29c6c6,16,754.00
Wichai_Srisuk,51c8d207-f383-4a40-b501-76101c425a9d,3,1322.00
Wichai_Wattanakul,6cc64db6-1f84-3bad-f7f5-fdd32990e667,16,3660.00
Supaporn_Wongchai,60b648e0-9bba-0146-c3bd-d8b988e6bcca,3,844.00
Kittipong_Kongkaew,14568e20-e14e-e7f7-12ee-cdfaee0b4ee8,7,14285.00
Chadathong_Srisuk,2c1d0f58-7108-d8a8-3a38-34ac4535a4de,6,2953.00
Anan_Boonprasert,2ac88513-b856-4077-595d-19074d714c7a,5,1175.00
Tanawat_Chalermchai,25318e58-467b-629d-526d-8a8cf69af9c8,11,315.00
Sirikarn_Yingcharoen,2cc28a27-1d66-1fd7-713f-f458c4d71850,20,2531.00
Niran_Sombat,051cc3be-f191-78c7-7ce3-49077cd04957,13,584.00
Teerapat_Rojanapong,3f1d514a-f1a5-96e7-2dd6-5c6e447850d8,13,2666.00
Pimrada_Chantarasak,6869b5a2-d43b-a906-eaac-fa48c0eb91b7,11,328.00
Napatsorn_Boonprasert,665f2010-2ef1-093f-2bd9-e9650457f6f3,8,12005.00
Niran_Intarakul,2605ce40-df40-073f-be95-3fc756cef061,15,492.00
Nattapong_Kanjana,77046124-bf87-5929-995a-f36d9e31e102,7,394.00
Kanya_Jaroensuk,1e7a7762-d28f-e8f6-9fda-c83e93c32483,20,4245.00
Narin_Phupong,79f15619-c1da-f9ef-c378-21f82aa5e01b,4,4415.00
Kanya_Phothong,72c23df7-5dfd-a4dd-d585-142dcc3b61c7,5,2506.00
Kamonwan_Porchaidai,0e44013a-8e27-ac04-7b92-e997c097fd26,5,996.00
Panadda_Sutham,405ee97e-7036-f520-218b-44cd10a5ebfc,20,804.00
Jirawan_Nimman,54b47984-f48e-a131-986f-b5f8d81d5af2,3,3169.00
Chaiya_Intarakul,7c568e3e-c838-e01d-90e3-54d6d4718422,7,2134.00
Arthit_Boonprasert,34b11263-3c9b-0fcd-8405-6bf8a45e39ba,20,320.00
Lalita_Pornchai,086cc0ba-f7a8-44e4-fd11-886de08c32f8,14,22042.00
Preecha_Chalermchai,1bbfd675-a98e-d275-17c2-d8473b90a0bd,10,1109.00
Kittisak_Saelim,460b7a59-8cfc-0285-a033-84ed0e01a28e,18,4664.00
Warunee_Boonprasert,4bfa62c5-9a7b-1367-e5a3-5c5b8249c31d,7,170.00
Supansa_Chokchai,322bd0b6-7675-29c8-0d33-9728da004fa6,17,2702.00
Apinya_Kanjana,0bae3e24-b379-fc59-4e01-5b9064bdf1d9,18,1551.00
Suda_Phupong,1eec404c-4d70-08ce-202a-e69d7f86495e,15,1955.00
Preecha_Techasiri,7062fdd4-a2f0-758f-1c5e-6675af8581e2,5,223.00
Apinya_Rattanakorn,596c1724-6a59-1dac-3029-f1bca4272b18,13,1924.00
Pongpat_Chantarasak,3232a5bf-b858-a751-d768-18d41b66e7a6,18,1908.00
Anan_Sirisomboon,2a40a29b-83c8-fdc3-14ce-fe861f6a6de9,18,3913.00
Thidarat_Srisuk,7c98a7d6-1282-1a09-54c7-f8ddb2e76c05,4,2580.00
Kornkanok_Phupong,5e658735-d8fd-f901-d1f5-308025f10716,3,4952.00
Anan_Boonsri,7c1a4929-6266-27d6-5bca-5ed7a0ab7763,5,4656.00
Thanawat_Sirisomboon,2031e84c-e617-06d9-9978-d35c4f43d78e,17,651.00
Pimchanok_Intarakul,108cec89-1edc-07c4-fd5b-7e8157e72baa,14,2436.00
Daranee_Yingcharoen,732f5fc5-b997-7eac-5b17-55a75d301bf4,13,2282.00
Chaiya_Phupong,426d31fa-3628-83bf-8c36-5a62e68960e6,12,777.00
Krit_Jaroensuk,7190f6de-a311-e482-19f1-3a102e31b458,3,1777.00
Somsak_Boonsri,3982f8f7-3da0-f719-bf02-1e01e94891de,4,9094.00
Panuwat_Rattanakorn,2e59e85f-ccbf-1823-bdf0-e06bad8f967d,13,24721.00
Jirawan_Yingcharoen,1a67c44e-ea6d-a39c-855b-3afdd379e5e0,2,4644.00
Supaporn_Suwan,55f59816-f870-b9e8-3dea-d9fad138e0e4,10,4224.00
Phuwanat_Techasiri,1d7eb829-9adf-dd0f-03df-462a9a7316ab,2,1082.00
Pakorn_Pornchai,536ab93b-fb46-b289-6529-807455cfc431,5,4890.00
Niran_Pongsiri,4fc152ce-7b4a-4638-08d0-a645fcf2ac6e,14,380.00
Kanya_Sombat,2bcdddf8-db3f-3291-092c-488a6177fad3,3,2539.00
Kanya_Porchaidai,56417de0-295d-ccd2-1764-d498575a0909,19,1605.00
Orn_Sutham,628cc861-8ad3-271d-06dd-9b2729e438a8,14,319.00
Daranee_Phothong,7be1825c-a58e-16f9-3573-1ad2e1e726b4,1,1182.00
Busaba_Suwan,19565c9e-9610-305f-cb14-926bb2d2270d,10,4810.00
Supaporn_Thipwong,4d12e7d2-b386-2cc5-5ffb-758ed1873365,16,2571.00
Siriporn_Pornchai,1b5cbee7-3db9-70fc-d888-e026f8749b58,13,410.00
Teerapat_Intarakul,66a3e7e0-57c5-5027-43b8-fd58d0d440d7,14,2157.00
Pongpat_Boonprasert,4494a019-ec7b-bd9c-625d-c954c3f68cbd,16,414.00
Thidarat_Manop,3c9a3728-422d-b149-4097-856211882220,7,4257.00
Kamonwan_Chantarasak,6afc06ae-c061-4542-1b4a-c61f37c44012,9,4184.00
Somsak_Siriwat,6718c9cb-634e-9c3f-f914-ad97cc95761d,9,636.00
Kornkanok_Pattara,54676d0f-1f13-4289-355a-d826d5271eb0,3,2644.00
Surasak_Wisetkul,2101fa31-b7e5-1fe8-d894-ed57f2e06385,11,4207.00
Orn_Thipwong,4f2c9cbf-e834-ec72-4428-def895d91aec,10,4529.00
Sirikarn_Porchaidai,1230a8c7-aa25-802a-5d65-cba9e06cefc2,4,2281.00
Chadathong_Wattanakul,098d6cd0-d096-3a41-c303-3252c9449542,11,506.00
Preecha_Nimman,2b2c12ad-31ff-8ac3-11f6-3545558add19,4,3451.00
Warunee_Srisuk,663b601d-445a-93a8-2f9b-a1fcca153f33,12,4539.00
Thanawat_Thipwong,19638ce5-1b68-7552-6265-de98fea537c9,19,3961.00
Chadathong_Chalermchai,192f6d17-0deb-fd2d-a220-16a9d0e5891a,19,4714.00
Supansa_Chalermchai,4c8982b3-dd06-e1fe-03b5-66501bb3b7b3,19,1257.00
Narin_Pongsiri,40bf8a1d-9720-e69c-1f71-6457c540f684,3,3275.00
Supansa_Phothong,65a542ea-44c8-c9c1-be12-9a0f875d22ee,16,2437.00
Wichai_Kiatkul,6db1ee34-d02f-dcb8-b53f-4c7f44552c91,5,19626.00
Jirawan_Prasert,22127e2a-08df-9fea-ecac-3d7226473383,19,1852.00
Warunee_Siriwat,27c056f9-09d2-dd27-50f6-5205c8453084,19,3714.00
Preecha_Chantarasak,2e80fe96-41b4-9c1c-0f4e-06cb19785669,14,1543.00
Pimrada_Pongsiri,414f55f5-6952-a71a-b0c3-e9894d15a38e,15,2059.00
Orn_Ariyawong,3615424f-6c46-7f1b-d61f-b63572049fa9,7,3344.00
Arthit_Sombat,08f4fc82-bf66-c7a8-f9ec-3305c8c90b97,15,4765.00
Pongpat_Pattara,3c2552ea-9f7f-66c0-cd1e-8e7491646d80,12,3108.00
Napatsorn_Pornchai,5468fef4-7077-b1fb-ec24-3c0c748f7398,5,317.00
Phuwanat_Pongsiri,34a5e7fa-e916-e0f7-952f-6bbc192e3bd2,16,3928.00
Sirikarn_Chantarasak,49e54328-1cfe-9e60-c8d5-4c3531b2a2fd,14,2735.00
Panuwat_Yingcharoen,429e9bd6-20c5-83ca-6dff-b2563fb03e94,10,4527.00
Pimrada_Siriwat,15725776-0efa-420f-f30d-06b6d6e7f956,12,9294.00
Somchai_Rojanapong,3fc27827-6924-f838-654d-d7e4f87d08d9,19,2533.00
Jirawan_Pattara,21bd3159-db5d-bccb-ef7f-b7b34b3588dc,15,4064.00
Kornkanok_Tirakul,76048b2d-73e3-4eb3-f764-ee1618ba5d88,4,3075.00
Surasak_Kanjana,0139a5bc-da44-dfa5-cabb-db93a7563fec,6,4635.00
Natthapon_Saelim,2aaf014d-7c1f-fbe4-5716-7ebf40fb2799,19,170.00
